full_text,Kategori,text_lemmatized,text_tokenized
st priest wife good sport f lingo different many previously aerobic fitness instructor technical term sleeping workout stay sack acker,5,st priest wife good sport f lingo different many previously aerobic fitness instructor technical term sleeping workout stay sack acker,"['st', 'priest', 'wife', 'good', 'sport', 'f', 'lingo', 'different', 'many', 'previously', 'aerobic', 'fitness', 'instructor', 'technical', 'term', 'sleeping', 'workout', 'stay', 'sack', 'acker']"
people schizophrenia active evidence use exercise mostly aerobic based reduce negative associated disorder improve q ability carry exercise mental health,5,people schizophrenia active evidence use exercise mostly aerobic based reduce negative associated disorder improve q ability carry exercise mental health,"['people', 'schizophrenia', 'active', 'evidence', 'use', 'exercise', 'mostly', 'aerobic', 'based', 'reduce', 'negative', 'associated', 'disorder', 'improve', 'q', 'ability', 'carry', 'exercise', 'mental', 'health']"
scientific reason skip period fact moderate intensity aerobic like walking light help blood circulation reduce bloating pain cramping,5,scientific reason skip period fact moderate intensity aerobic like walking light help blood circulation reduce bloating pain cramping,"['scientific', 'reason', 'skip', 'period', 'fact', 'moderate', 'intensity', 'aerobic', 'like', 'walking', 'light', 'help', 'blood', 'circulation', 'reduce', 'bloating', 'pain', 'cramping']"
excellent job waiting calf aerobic sure get never late early barry user pa,5,excellent job waiting calf aerobic sure get never late early barry user pa,"['excellent', 'job', 'waiting', 'calf', 'aerobic', 'sure', 'get', 'never', 'late', 'early', 'barry', 'user', 'pa']"
unpopular opinion would rather artist lip sync note,5,unpopular opinion would rather artist lip sync note,"['unpopular', 'opinion', 'would', 'rather', 'artist', 'lip', 'sync', 'note']"
cal limit everyday n aerobic dancing eating n never eat food didnt prepare n dizziness fatigue working n control control stay control n fast everyday minimum,5,cal limit everyday n aerobic dancing eating n never eat food didnt prepare n dizziness fatigue working n control control stay control n fast everyday minimum,"['cal', 'limit', 'everyday', 'n', 'aerobic', 'dancing', 'eating', 'n', 'never', 'eat', 'food', 'didnt', 'prepare', 'n', 'dizziness', 'fatigue', 'working', 'n', 'control', 'control', 'stay', 'control', 'n', 'fast', 'everyday', 'minimum']"
explore amazing connection exercise auto new article see various like aerobic hi resistance training enhance cellular renewal better health performance auto exercise,5,explore amazing connection exercise auto new article see various like aerobic hi resistance training enhance cellular renewal better health performance auto exercise,"['explore', 'amazing', 'connection', 'exercise', 'auto', 'new', 'article', 'see', 'various', 'like', 'aerobic', 'hi', 'resistance', 'training', 'enhance', 'cellular', 'renewal', 'better', 'health', 'performance', 'auto', 'exercise']"
well rounded fitness plan include aerobic anaerobic benefit body different ways know difference exercise fitness,5,well rounded fitness plan include aerobic anaerobic benefit body different way know difference exercise fitness,"['well', 'rounded', 'fitness', 'plan', 'include', 'aerobic', 'anaerobic', 'benefit', 'body', 'different', 'way', 'know', 'difference', 'exercise', 'fitness']"
best get rid love include aerobic strength training,5,best get rid love include aerobic strength training,"['best', 'get', 'rid', 'love', 'include', 'aerobic', 'strength', 'training']"
aerobic cycling swimming running particularly effective improving mental health n,5,aerobic cycling swimming running particularly effective improving mental health n,"['aerobic', 'cycling', 'swimming', 'running', 'particularly', 'effective', 'improving', 'mental', 'health', 'n']"
mark min old power lifting rule reps remember lactic acid becomes aerobic old rule muscle building,5,mark min old power lifting rule rep remember lactic acid becomes aerobic old rule muscle building,"['mark', 'min', 'old', 'power', 'lifting', 'rule', 'rep', 'remember', 'lactic', 'acid', 'becomes', 'aerobic', 'old', 'rule', 'muscle', 'building']"
ill least min stationary bike run walk usually least min days dont swim usually ill yoga resistance aerobic thinking getting formal try change muscle,5,ill least min stationary bike run walk usually least min day dont swim usually ill yoga resistance aerobic thinking getting formal try change muscle,"['ill', 'least', 'min', 'stationary', 'bike', 'run', 'walk', 'usually', 'least', 'min', 'day', 'dont', 'swim', 'usually', 'ill', 'yoga', 'resistance', 'aerobic', 'thinking', 'getting', 'formal', 'try', 'change', 'muscle']"
low intensity aerobic achieve weight loss n nabs weight loss journey core workout workout routine core keto c diet fat loss homework po healthy get fit lose weight fast fat burner fitness,5,low intensity aerobic achieve weight loss n nabs weight loss journey core workout workout routine core keto c diet fat loss homework po healthy get fit lose weight fast fat burner fitness,"['low', 'intensity', 'aerobic', 'achieve', 'weight', 'loss', 'n', 'nabs', 'weight', 'loss', 'journey', 'core', 'workout', 'workout', 'routine', 'core', 'keto', 'c', 'diet', 'fat', 'loss', 'homework', 'po', 'healthy', 'get', 'fit', 'lose', 'weight', 'fast', 'fat', 'burner', 'fitness']"
unlock power exercise auto discover boost cellular cleanup optimal health performance latest article dive aerobic hi resistance training optimize routine learn auto,5,unlock power exercise auto discover boost cellular cleanup optimal health performance latest article dive aerobic hi resistance training optimize routine learn auto,"['unlock', 'power', 'exercise', 'auto', 'discover', 'boost', 'cellular', 'cleanup', 'optimal', 'health', 'performance', 'latest', 'article', 'dive', 'aerobic', 'hi', 'resistance', 'training', 'optimize', 'routine', 'learn', 'auto']"
difference aerobic anaerobic n fitness health n,5,difference aerobic anaerobic n fitness health n,"['difference', 'aerobic', 'anaerobic', 'n', 'fitness', 'health', 'n']"
luce car function without tho gave bread weight would drop need energy know plenty could find ten minute aerobic one big commitment stay front,5,luce car function without tho gave bread weight would drop need energy know plenty could find ten minute aerobic one big commitment stay front,"['luce', 'car', 'function', 'without', 'tho', 'gave', 'bread', 'weight', 'would', 'drop', 'need', 'energy', 'know', 'plenty', 'could', 'find', 'ten', 'minute', 'aerobic', 'one', 'big', 'commitment', 'stay', 'front']"
difference aerobic anaerobic,5,difference aerobic anaerobic,"['difference', 'aerobic', 'anaerobic']"
sometimes hit studio environment arent heavy aerobic like dancing fine,5,sometimes hit studio environment arent heavy aerobic like dancing fine,"['sometimes', 'hit', 'studio', 'environment', 'arent', 'heavy', 'aerobic', 'like', 'dancing', 'fine']"
increase physical activity engage regular aerobic exercise running cycling swimming strength training weight lifting also help build muscle burn fat,5,increase physical activity engage regular aerobic exercise running cycling swimming strength training weight lifting also help build muscle burn fat,"['increase', 'physical', 'activity', 'engage', 'regular', 'aerobic', 'exercise', 'running', 'cycling', 'swimming', 'strength', 'training', 'weight', 'lifting', 'also', 'help', 'build', 'muscle', 'burn', 'fat']"
say stress ultimate guide aerobic home start wellness journey simple find mental physical health good workout gym aerobic workout wellness,5,say stress ultimate guide aerobic home start wellness journey simple find mental physical health good workout gym aerobic workout wellness,"['say', 'stress', 'ultimate', 'guide', 'aerobic', 'home', 'start', 'wellness', 'journey', 'simple', 'find', 'mental', 'physical', 'health', 'good', 'workout', 'gym', 'aerobic', 'workout', 'wellness']"
getting active every day least day moderate intensity aerobic activity like brisk walking maintain health also strengthening least days week build maintain,5,getting active every day least day moderate intensity aerobic activity like brisk walking maintain health also strengthening least day week build maintain,"['getting', 'active', 'every', 'day', 'least', 'day', 'moderate', 'intensity', 'aerobic', 'activity', 'like', 'brisk', 'walking', 'maintain', 'health', 'also', 'strengthening', 'least', 'day', 'week', 'build', 'maintain']"
aerobic anaerobic whether go aerobic anaerobic consider health healthy healthy io us wellness fitness,5,aerobic anaerobic whether go aerobic anaerobic consider health healthy healthy io u wellness fitness,"['aerobic', 'anaerobic', 'whether', 'go', 'aerobic', 'anaerobic', 'consider', 'health', 'healthy', 'healthy', 'io', 'u', 'wellness', 'fitness']"
amy gift octagon water aerobic exercise foam pool resistance pair water fitness equipment w n,5,amy gift octagon water aerobic exercise foam pool resistance pair water fitness equipment w n,"['amy', 'gift', 'octagon', 'water', 'aerobic', 'exercise', 'foam', 'pool', 'resistance', 'pair', 'water', 'fitness', 'equipment', 'w', 'n']"
say stress ultimate guide aerobic home start wellness journey simple find mental physical health good workout gym aerobic workout wellness,5,say stress ultimate guide aerobic home start wellness journey simple find mental physical health good workout gym aerobic workout wellness,"['say', 'stress', 'ultimate', 'guide', 'aerobic', 'home', 'start', 'wellness', 'journey', 'simple', 'find', 'mental', 'physical', 'health', 'good', 'workout', 'gym', 'aerobic', 'workout', 'wellness']"
want maintain independence old age combination aerobic exercise walking cycling strength training way go dont forget balance flexibility consult professional starting elderly fitness aging independently,5,want maintain independence old age combination aerobic exercise walking cycling strength training way go dont forget balance flexibility consult professional starting elderly fitness aging independently,"['want', 'maintain', 'independence', 'old', 'age', 'combination', 'aerobic', 'exercise', 'walking', 'cycling', 'strength', 'training', 'way', 'go', 'dont', 'forget', 'balance', 'flexibility', 'consult', 'professional', 'starting', 'elderly', 'fitness', 'aging', 'independently']"
remember stay hydrated aerobic platoon switch,5,remember stay hydrated aerobic platoon switch,"['remember', 'stay', 'hydrated', 'aerobic', 'platoon', 'switch']"
exercise therapy st line r x range proven beneficial yoga tai chi aerobic motor control graded strength shown beneficial lack evidence suggest one clinically meaningful benefit,5,exercise therapy st line r x range proven beneficial yoga tai chi aerobic motor control graded strength shown beneficial lack evidence suggest one clinically meaningful benefit,"['exercise', 'therapy', 'st', 'line', 'r', 'x', 'range', 'proven', 'beneficial', 'yoga', 'tai', 'chi', 'aerobic', 'motor', 'control', 'graded', 'strength', 'shown', 'beneficial', 'lack', 'evidence', 'suggest', 'one', 'clinically', 'meaningful', 'benefit']"
minute car n choose aerobic activity dancing place perform five n take short break repeat another five,5,minute car n choose aerobic activity dancing place perform five n take short break repeat another five,"['minute', 'car', 'n', 'choose', 'aerobic', 'activity', 'dancing', 'place', 'perform', 'five', 'n', 'take', 'short', 'break', 'repeat', 'another', 'five']"
grandma natural see exercise video calf aerobic,5,grandma natural see exercise video calf aerobic,"['grandma', 'natural', 'see', 'exercise', 'video', 'calf', 'aerobic']"
part u train today n shoulder lower body workout always healthy best ni also workout breathing thinking n living always aerobic car,5,part u train today n shoulder lower body workout always healthy best ni also workout breathing thinking n living always aerobic car,"['part', 'u', 'train', 'today', 'n', 'shoulder', 'lower', 'body', 'workout', 'always', 'healthy', 'best', 'ni', 'also', 'workout', 'breathing', 'thinking', 'n', 'living', 'always', 'aerobic', 'car']"
baby n n rope aerobic may help reduce risk many n obesity n heart disease n high blood pressure n type diabetes n metabolic syndrome n video n watch n,5,baby n n rope aerobic may help reduce risk many n obesity n heart disease n high blood pressure n type diabetes n metabolic syndrome n video n watch n,"['baby', 'n', 'n', 'rope', 'aerobic', 'may', 'help', 'reduce', 'risk', 'many', 'n', 'obesity', 'n', 'heart', 'disease', 'n', 'high', 'blood', 'pressure', 'n', 'type', 'diabetes', 'n', 'metabolic', 'syndrome', 'n', 'video', 'n', 'watch', 'n']"
